country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
US,"Full bodied and firmly tannic, this bold wine has lots of berry and cherry flavors, tangy acidity and plenty of tannin, too. It tastes dry, almost tart, and leaves an astringent effect on the finish, so it needs to pair with rich fatty foods that balance it out.",,86,36.0,California,Amador County,Sierra Foothills,Jim Gordon,@gordone_cellars,Amador Cellars 2013 Aglianico (Amador County),Aglianico,Amador Cellars
Italy,"Coniale is a pure expression of Cabernet Sauvignon, bearing classy Tuscan characteristics of blackberry, dried Mediterranean brush, rosemary, chocolate, leather and tobacco, with a touch of black olive in the background. The mouthfeel is rich, persistent and soft.",Coniale,92,45.0,Tuscany,Toscana,,,,Castellare di Castellina 2007 Coniale Cabernet Sauvignon (Toscana),Cabernet Sauvignon,Castellare di Castellina
Israel,"A bouquet of white peach, honeysuckle and rose petal with a whiff of freshly mowed grass yields to flavors of cantaloupe, Turkish delight and nutmeg joined by a touch of salinity. Soft mouthfeel and well-integrated flavors make way for a bright floral splash on the finish.",Adama,89,18.0,Galilee,,,Mike DeSimone,@worldwineguys,Tabor 2013 Adama Sauvignon Blanc (Galilee),Sauvignon Blanc,Tabor
US,"This wine offers very yellow aromas of stewed lemons, pound cake, egg flour, peach blossom, ambrosia melon and even a shy bit of hazelnut on the nose. The fascinating palate shows orange sponge cake, acacia flower, dried papaya, stone fruits and a pithy minerality. Scents and flavors are altogether mysterious yet delicious.",Spanish Springs Vineyard,93,34.0,California,San Luis Obispo County,Central Coast,Matt Kettmann,@mattkettmann,Aequorea 2013 Spanish Springs Vineyard Pinot Gris (San Luis Obispo County),Pinot Gris,Aequorea
Chile,"Grassy, lightly vegetal aromas of briny gooseberry and asparagus come in front of a citric palate. Flavors of citrus fruits, green bean and asparagus finish crisp but green, with scouring acidity.",Reserva,84,11.0,Leyda Valley,,,Michael Schachner,@wineschach,Santa Carolina 2014 Reserva Sauvignon Blanc (Leyda Valley),Sauvignon Blanc,Santa Carolina
Austria,A beautifully subtle scent of Williams pear makes for a soft opening. The palate is equally soft but totally driven by the ripeness of the juicy pear fruit streaked with lemon zest on the concentrated palate. Refreshment and enjoyment are programmed into this.,Hochäcker Reserve,92,66.0,Kremstal,,,Anne Krebiehl MW,@AnneInVino,Nigl 2013 Hochäcker Reserve Riesling (Kremstal),Riesling,Nigl
US,"There's a curtain of smoke and char that hides all the sweet, fresh apple tones on this creamy, full-bodied Chardonnay. When the smoke subsides, it reveals a fairly balanced wine with subtle vanilla and fruit characteristics throughout. Great companion for smoked cheese and charcuterie.",CLV,85,11.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Casa Larga NV CLV Chardonnay (Finger Lakes),Chardonnay,Casa Larga
Chile,"Tropical fruit aromas come with nutty, oily grittiness. The palate is full and oaky, while core tropical flavors are barrel driven, honeyed and warm. This comes across as a warm-vintage wine, one with extra sweetness and an oily character.",Corralillo,86,20.0,San Antonio,,,Michael Schachner,@wineschach,Matetic 2012 Corralillo Chardonnay (San Antonio),Chardonnay,Matetic
South Africa,"Inviting aromas of cracked pepper, dried fennel, spiced meat and berry give this elegant Merlot from Paarl instant character. On the palate, smooth, integrated flavors of pepper and spiced meat are layered, while the soft tannins give the wine a delicate edge. Still a spin of heat in the wine; consider holding for a few years.",,90,45.0,Paarl,,,Susan Kostrzewa,@suskostrzewa,Veenwouden 2002 Merlot (Paarl),Merlot,Veenwouden
US,"The Clifton is holding back at the moment, its tannins feel a little scrapey and the fruit is showing a cool-climate aspect, although the Wahluke is generally one of Washington's hot spots. Gravelly and dry, with a long finish that somehow holds your interest long after the fruit has faded.",Clifton Vineyard,89,35.0,Washington,Wahluke Slope,Columbia Valley,Paul Gregutt,@paulgwine ,K Vintners 2008 Clifton Vineyard Syrah (Wahluke Slope),Syrah,K Vintners
Australia,"Fully mature, Jacob's Creek 2005 Shiraz-Cabernet features savory overtones to its sour plum and coffee bean flavors. It's medium-bodied and pleasantly round in the mouth, with balanced fruit, acid and alcohol levels and decent length on the finish.",,85,9.0,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,Jacob's Creek 2005 Shiraz-Cabernet Sauvignon (South Eastern Australia),Shiraz-Cabernet Sauvignon,Jacob's Creek
Spain,"Apple and dry spice aromas comprise the restrained but pleasant bouquet. It feels good, healthy and dry as a bone, with briney white-fruit flavors. It tastes mildly pickled on the finish, but it shows good feel and balance.",Mercat Brut Nature,86,15.0,Catalonia,Cava,,Michael Schachner,@wineschach,El Xamfrà NV Mercat Brut Nature Sparkling (Cava),Sparkling Blend,El Xamfrà
Spain,"Jammy aromas of raisin and cassis include a green whiff and volatility. Flavors of plum and berry are herbal, then overripeness comes back into play. Given the region's high standards, this is just o.k.",Señorio de Convey,84,17.0,Catalonia,Priorat,,Michael Schachner,@wineschach,Cellers Unió 2011 Señorio de Convey Grenache-Carignan (Priorat),Grenache-Carignan,Cellers Unió
US,"Leather, dried cherries, plums, dark chocolate and sagebrush aromas are woven into a decent if not entirely lively nose. Lots of chopped fresh and dried herbs arise once sipped, along with gravel, black fruit and sticky tannins.",Estate,87,32.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Sculpterra 2012 Estate Merlot (Paso Robles),Merlot,Sculpterra
Australia,"Comes across as being on the sweet side of the brut spectrum, but it's still a solid value, offering bold pineapple flavors and just a hint of toast on the finish.",DB Family Selection Sparkling Brut,85,10.0,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,De Bortoli NV DB Family Selection Sparkling Brut Sparkling (South Eastern Australia),Sparkling Blend,De Bortoli
US,"A Cabernet Sauvignon that includes 8% Merlot, Silver Palm is dense and oaky, with round tannins and a big taste of cherry followed by a strong herbal and menthol component. Fairly priced, it's ready to be paired with rib roast.",,85,22.0,California,North Coast,North Coast,Virginie Boone,@vboone,Silver Palm 2010 Cabernet Sauvignon (North Coast),Cabernet Sauvignon,Silver Palm
Italy,"This bright, savory wine offers yellow peach, citrus and green melon sensations accented with a light almond note. Crisp acidity gives a refreshing, clean finish.",,87,11.0,Northeastern Italy,Collio,,Kerin O’Keefe,@kerinokeefe,Cormòns 2013 Friulano (Collio),Friulano,Cormòns
Portugal,"From old vines, this powerful wine is the epitome of a great Douro red. Its ripe, plum and prune fruits, layered with bitter chocolate, are tinged with acidity. Spice and pepper add to the complexity of this ageworthy wine.",Adelaide,93,200.0,Douro,,,Roger Voss,@vossroger,Quinta do Vallado 2007 Adelaide Red (Douro),Portuguese Red,Quinta do Vallado
US,"A firm, somewhat muscular wine, blending in 16% Merlot and aged in neutral oak barrels. Leaf and truffle notes abound, with the distinctively acidic underpinning of Sangiovese. Light strawberry-cherry fruit gently fades through a clean finish.",Seven Hills Vineyard,87,22.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Mannina Cellars 2009 Seven Hills Vineyard Sangiovese (Walla Walla Valley (WA)),Sangiovese,Mannina Cellars
Argentina,This gold-colored stale-smelling Torrontés smells like old apple juice. A chunky flat palate offers bland oxidized bitter flavors. Remnants of apple barely help a bitter finish.,,81,12.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Cuatro Vacas Gordas 2015 Torrontés (Mendoza),Torrontés,Cuatro Vacas Gordas
Portugal,"The aroma profile shows typical Pinot Noir red cherries while the palate has a juicy character that brings out soft tannins and cool-climate acidity. Although it is a fruity wine with gentle structure, it does need to age until 2015.",,88,,Portuguese Table Wine,,,Roger Voss,@vossroger,Quinta de Sant'Ana 2011 Pinot Noir (Portuguese Table Wine),Pinot Noir,Quinta de Sant'Ana
South Africa,"A blend of 51% Sauvignon Blanc and 49% Sémillon, this is a beautifully balanced white. It opens with pretty floral aromas of lemon verbena, fynbos and sweet pea, with supporting fruit tones of citrus and crisp pear at the core. It's lightweight, but nuanced and layered, with waves of plum and lemon-lime citrus that are cut by bright acidity and a hint of toast on the close. Drink now–2021.",Reserve,91,29.0,Elim,,,Lauren Buzzeo,@laurbuzz,Trizanne 2015 Reserve Sauvignon Blanc-Semillon (Elim),Sauvignon Blanc-Semillon,Trizanne
US,"Dried leaf and cherry tobacco scents highlight this well-made Grenache. It includes just a whiff or two of the classic funk, but the rich black-cherry fruit is the real star, well-ripened and leading into a clean, lingering finish.",Upland Vineyard,90,30.0,Washington,Snipes Mountain,Columbia Valley,Paul Gregutt,@paulgwine ,Smasne Cellars 2009 Upland Vineyard Grenache (Snipes Mountain),Grenache,Smasne Cellars
US,"Packaged in a sexy, Champagne-style bottle, this 100% Grenache is firm and substantial. It underscores fruit flavors of peach, apricot and melon with appealing minerality.",Lawrence Vineyards Grand Klasse,91,22.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Gård 2013 Lawrence Vineyards Grand Klasse Rosé (Columbia Valley (WA)),Rosé,Gård
US,"This smells oaky and tastes ripe and pure, like crushed blackberries and raspberries. It feels plush and smooth in the mouth, finishing on the soft side. While medium bodied, it has just a touch of tannin to balance the ripeness and make it appetizing to drink.",,87,16.0,California,California,California Other,Jim Gordon,@gordone_cellars,Manifesto! 2012 Zinfandel (California),Zinfandel,Manifesto!
US,"This blend of Cabernet Sauvignon and Petit Verdot is soft, with berry, cocoa and spice flavors. Drink it with summer barbecue and enjoy.",The Swell,85,21.0,California,Paso Robles,Central Coast,,,Tower 15 2009 The Swell Red (Paso Robles),Bordeaux-style Red Blend,Tower 15
US,"This blend of of 51% Chardonnay and 49% Semillon tastes big and ripe, mostly of pineapple, guava and very-ripe pear, with a rich vanilla finish.",Semonnay,86,16.0,California,Livermore Valley,Central Coast,Virginie Boone,@vboone,Fenestra 2010 Semonnay Chardonnay-Semillon (Livermore Valley),Chardonnay-Semillon,Fenestra
France,"This wine is already balanced and developing quickly. It has fine acidity and crisp citrus and floral honey flavors. With its light touch, it's likely to be ready to enjoy. Drink now–2021.",,94,45.0,Bordeaux,Sauternes,,Roger Voss,@vossroger,Château la Tour Blanche 2014  Sauternes,Bordeaux-style White Blend,Château la Tour Blanche
US,"Thick and rich, this has saddle and tobacco going on, alongside leather and smoke. A meaty, gamy note akin to bacon also characterizes the wine, as well as jammy blackberry and clove.",Game Ranch,88,90.0,California,Oakville,Napa,Virginie Boone,@vboone,Goldschmidt 2012 Game Ranch Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Goldschmidt
US,"Though it didn't see any oak, this wine—a sister brand of the pioneering Santa Barbara Winery—presents rich and complex aromas of saffron, seared lemon rinds, rosemary and roasted chicken. It's elegant and supple on the palate, with just enough citrus juice, salt and Italian spices.",Stainless Steele Estate,94,32.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Lafond 2012 Stainless Steele Estate Chardonnay (Sta. Rita Hills),Chardonnay,Lafond
Italy,"This luminous Satèn expression from Franciacorta offers extreme elegance and sophistication with loads of mature fruit and toasted baguette aromas. Its texture is incredibly smooth, soft and creamy.",Satèn Brut,91,,Lombardy,Franciacorta,,,,Monte Rossa NV Satèn Brut Sparkling (Franciacorta),Sparkling Blend,Monte Rossa
France,"This is powerful, typical of Les Preuses. White and yellow fruits are important to the palate, but so are rich, honeyed toast, minerality and an opulent, intense concentration. This is impressive, elegance with power, and worth aging for several years.",Les Preuses Grand Cru,94,67.0,Burgundy,Chablis,,Roger Voss,@vossroger,La Chablisienne 2006 Les Preuses Grand Cru  (Chablis),Chardonnay,La Chablisienne
US,"This has a bright, light-gold color, substantial aromas and flavors of oak and baking spices. The texture is smooth, with a sense of softness in the balance, and the wine leans toward richness rather than crispness. Impressions like hazelnut, vanilla, sweet pear and nutmeg provide a mouthful of flavor.",Single Vineyard Collection,88,45.0,California,Red Hills Lake County,,Jim Gordon,@gordone_cellars,Shannon Ridge 2013 Single Vineyard Collection Chardonnay (Red Hills Lake County),Chardonnay,Shannon Ridge
France,"This pale pink rosé is 100% Cinsault--an oddity in the Rhône, where so many wines are blended. It's only moderately weighty and rather crisp, with tart, citrusy notes and hints of underripe stone fruit, giving it a straightforward, linear appeal.",Pink Pégau,86,23.0,France Other,Vin de France,,Joe Czerwinski,@JoeCz,Laurence Féraud 2012 Pink Pégau Rosé (Vin de France),Rosé,Laurence Féraud
Italy,"Baking spice, perfumed berry and crushed floral scents mingle together on this bright red. The straightforward palate offers black cherry, white pepper and clove accompanied by zesty acidity and fine-grained tannins. Drink through 2018.",,88,25.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Setriolo 2013  Chianti Classico,Red Blend,Setriolo
